source,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2,3,1,0,0.607142857143,1.0,0.777777777778,0.590909090909,0.478260869565,0.0,0.95,0.1,0.538461538462,1.0,0.733333333333,0.0,0.95,0.181818181818,0.636363636364,0.742857142857,0.578947368421,0.0,0.95,10,13,13,15,13,20,1,0,9,0,0,0,0,7,0,0,5,1,0,0,13,0,0,0,0,0,0,11,4,0,0,2,0,11,0,0,0,0,0,1,0,19
2,3,3,0,0.583333333333,0.0,0.875,0.461538461538,0.7,0.125,1.0,0.0,0.35,0.923076923077,0.933333333333,0.25,0.933333333333,0.0,0.5,0.615384615385,0.8,0.166666666667,0.965517241379,13,20,13,15,8,15,0,0,13,0,0,0,0,7,0,0,13,0,0,1,12,0,0,0,0,0,0,14,1,0,0,0,0,6,2,0,0,0,1,0,0,14
3,0,0,0,0.785714285714,0.333333333333,0.904761904762,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.866666666667,0.5,0.95,0.0,1.0,1.0,0.928571428571,8,19,16,13,13,15,8,0,0,0,0,0,0,19,0,0,0,0,16,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,2,0,0,0,13
3,0,1,0,0.952380952381,1.0,0.888888888889,0.95,1.0,0.833333333333,1.0,1.0,0.8,1.0,0.9375,1.0,0.933333333333,1.0,0.842105263158,0.974358974359,0.967741935484,0.909090909091,0.965517241379,14,10,19,16,10,15,14,0,0,0,0,0,0,8,0,0,2,0,0,0,19,0,0,0,0,1,0,15,0,0,0,0,0,0,10,0,0,0,1,0,0,14
3,0,3,0,0.940476190476,0.75,1.0,1.0,0.928571428571,0.9375,0.916666666667,1.0,0.941176470588,0.857142857143,1.0,0.9375,1.0,0.857142857143,0.969696969697,0.923076923077,0.962962962963,0.9375,0.95652173913,6,17,21,13,16,11,6,0,0,0,0,0,0,16,0,0,1,0,2,0,18,0,0,1,0,0,0,13,0,0,0,0,0,1,15,0,0,0,0,0,0,11
3,1,0,0,0.845238095238,0.888888888889,0.478260869565,1.0,1.0,1.0,1.0,1.0,1.0,0.894736842105,0.473684210526,0.933333333333,1.0,0.941176470588,0.647058823529,0.944444444444,0.642857142857,0.965517241379,1.0,8,11,19,19,15,12,8,0,0,0,0,0,0,11,0,0,0,0,1,1,17,0,0,0,0,10,0,9,0,0,0,1,0,0,14,0,0,0,0,0,0,12
3,1,1,0,0.988095238095,1.0,1.0,1.0,1.0,0.909090909091,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.952380952381,1.0,13,13,17,12,10,19,13,0,0,0,0,0,0,12,0,0,1,0,0,0,17,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,19
3,1,3,0,0.821428571429,0.518518518519,1.0,0.0,0.9375,0.928571428571,1.0,1.0,0.875,0.0,1.0,1.0,1.0,0.682926829268,0.933333333333,0.0,0.967741935484,0.962962962963,1.0,14,16,13,15,13,13,14,0,0,0,0,0,0,14,0,1,1,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,0,13
3,2,0,0,0.690476190476,0.478260869565,0.538461538462,0.666666666667,1.0,0.0,0.9375,1.0,0.933333333333,0.142857142857,1.0,0.0,0.9375,0.647058823529,0.682926829268,0.235294117647,1.0,0.0,0.9375,11,15,14,16,12,16,11,0,0,0,0,0,0,14,0,0,0,1,12,0,2,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,1,0,0,15
3,2,1,0,0.952380952381,1.0,1.0,1.0,0.857142857143,0.888888888889,1.0,1.0,0.846153846154,1.0,1.0,0.888888888889,0.9375,1.0,0.916666666667,1.0,0.923076923077,0.888888888889,0.967741935484,10,13,18,18,9,16,10,0,0,0,0,0,0,11,0,1,1,0,0,0,18,0,0,0,0,0,0,18,0,0,0,0,0,1,8,0,0,0,0,1,0,15
3,2,3,0,0.880952380952,0.727272727273,0.941176470588,1.0,0.846153846154,0.909090909091,1.0,1.0,0.888888888889,0.5625,1.0,0.909090909091,1.0,0.842105263158,0.914285714286,0.72,0.916666666667,0.909090909091,1.0,16,18,16,11,11,12,16,0,0,0,0,0,0,16,0,1,1,0,6,1,9,0,0,0,0,0,0,11,0,0,0,0,0,1,10,0,0,0,0,0,0,12
0,1,0,0,0.916666666667,1.0,0.823529411765,0.909090909091,0.909090909091,1.0,0.944444444444,0.857142857143,0.933333333333,0.952380952381,1.0,0.769230769231,0.944444444444,0.923076923077,0.875,0.93023255814,0.952380952381,0.869565217391,0.944444444444,7,15,21,10,13,18,6,0,1,0,0,0,0,14,0,0,0,1,0,1,20,0,0,0,0,0,0,10,0,0,0,2,0,1,10,0,0,0,1,0,0,17
0,1,1,0,0.952380952381,1.0,1.0,0.933333333333,0.944444444444,0.846153846154,1.0,1.0,0.785714285714,1.0,1.0,1.0,0.9375,1.0,0.88,0.965517241379,0.971428571429,0.916666666667,0.967741935484,12,14,14,17,11,16,12,0,0,0,0,0,0,11,0,1,2,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,0,1,0,0,15
