device,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1,1,5,0.785714285714,0.857142857143,1.0,0.736842105263,0.666666666667,1.0,0.588235294118,1.0,0.923076923077,0.7,0.888888888889,0.666666666667,0.666666666667,0.923076923077,0.96,0.717948717949,0.761904761905,0.8,0.625,12,13,20,9,15,15,12,0,0,0,0,0,0,12,0,1,0,0,0,0,14,0,0,6,0,0,0,8,0,1,2,0,0,3,10,0,0,0,5,0,0,10
1,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,16,18,14,8,22,6,0,0,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,22
1,2,6,0.702380952381,0.5,1.0,0.727272727273,0.5,0.538461538462,0.782608695652,1.0,0.833333333333,0.533333333333,0.538461538462,0.466666666667,0.947368421053,0.666666666667,0.909090909091,0.615384615385,0.518518518519,0.5,0.857142857143,4,18,15,13,15,19,4,0,0,0,0,0,0,15,2,0,0,1,4,0,8,0,0,3,0,0,0,7,6,0,0,0,0,7,7,1,0,0,1,0,0,18
1,2,1,0.690476190476,0.888888888889,1.0,0.409090909091,0.6875,0.583333333333,0.857142857143,0.8,0.785714285714,0.75,0.785714285714,0.636363636364,0.521739130435,0.842105263158,0.88,0.529411764706,0.733333333333,0.608695652174,0.648648648649,10,14,12,14,11,23,8,0,2,0,0,0,0,11,0,1,2,0,1,0,9,0,0,2,0,0,0,11,3,0,0,0,0,4,7,0,0,0,11,0,0,12
1,2,5,0.571428571429,0.6,1.0,0.35,0.7,0.384615384615,0.733333333333,0.923076923077,0.857142857143,0.4375,0.466666666667,0.454545454545,0.5,0.727272727273,0.923076923077,0.388888888889,0.56,0.416666666667,0.594594594595,13,7,16,15,11,22,12,0,1,0,0,0,0,6,1,0,0,0,6,0,7,1,1,1,0,0,5,7,3,0,0,0,2,1,5,3,2,0,4,1,4,11
1,3,0,0.97619047619,1.0,1.0,0.944444444444,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.866666666667,1.0,1.0,0.971428571429,0.974358974359,1.0,0.928571428571,8,13,17,19,12,15,8,0,0,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,1,1,0,13
1,3,6,0.892857142857,1.0,1.0,0.739130434783,1.0,1.0,0.785714285714,1.0,1.0,0.894736842105,1.0,0.909090909091,0.647058823529,1.0,1.0,0.809523809524,1.0,0.952380952381,0.709677419355,10,14,19,13,11,17,10,0,0,0,0,0,0,14,0,0,0,0,0,0,17,0,0,2,0,0,0,13,0,0,0,0,0,0,10,1,0,0,6,0,0,11
1,3,1,0.916666666667,1.0,0.944444444444,0.823529411765,0.941176470588,1.0,0.833333333333,1.0,0.944444444444,0.875,1.0,1.0,0.714285714286,1.0,0.944444444444,0.848484848485,0.969696969697,1.0,0.769230769231,11,18,16,16,9,14,11,0,0,0,0,0,0,17,0,1,0,0,0,0,14,0,0,2,0,0,0,16,0,0,0,0,0,0,9,0,0,1,3,0,0,10
1,3,5,0.690476190476,0.615384615385,1.0,0.666666666667,0.6875,0.857142857143,0.444444444444,1.0,1.0,0.5,0.846153846154,0.461538461538,0.533333333333,0.761904761905,1.0,0.571428571429,0.758620689655,0.6,0.484848484848,8,15,20,13,13,15,8,0,0,0,0,0,0,15,0,0,0,0,0,0,10,2,0,8,0,0,2,11,0,0,5,0,0,0,6,2,0,0,3,3,1,8
1,4,0,0.97619047619,1.0,1.0,1.0,0.9,1.0,0.95,1.0,0.923076923077,1.0,1.0,0.928571428571,1.0,1.0,0.96,1.0,0.947368421053,0.962962962963,0.974358974359,16,13,13,9,14,19,16,0,0,0,0,0,0,12,0,0,0,1,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,1,13,0,0,0,0,0,0,19
1,4,6,0.738095238095,0.8,1.0,0.578947368421,0.666666666667,0.75,0.8,0.444444444444,0.923076923077,0.785714285714,0.823529411765,0.5625,0.8,0.571428571429,0.96,0.666666666667,0.736842105263,0.642857142857,0.8,9,13,14,17,16,15,4,0,5,0,0,0,0,12,0,0,0,1,1,0,11,0,0,2,0,0,0,14,3,0,0,0,0,7,9,0,0,0,3,0,0,12
1,4,1,0.75,0.888888888889,1.0,0.823529411765,0.571428571429,0.5,0.764705882353,0.888888888889,0.923076923077,0.736842105263,0.8,0.333333333333,0.8125,0.888888888889,0.96,0.777777777778,0.666666666667,0.4,0.787878787879,9,13,19,15,12,16,8,0,1,0,0,0,0,12,0,0,1,0,1,0,14,0,1,3,0,0,1,12,2,0,0,0,0,7,4,1,0,0,1,2,0,13
1,4,5,0.666666666667,1.0,1.0,0.52380952381,0.555555555556,0.642857142857,0.5,1.0,0.9375,0.785714285714,0.263157894737,0.75,0.5625,1.0,0.967741935484,0.628571428571,0.357142857143,0.692307692308,0.529411764706,7,16,14,19,12,16,7,0,0,0,0,0,0,15,1,0,0,0,0,0,11,0,0,3,0,0,6,5,5,3,0,0,0,0,9,3,0,0,3,4,0,9
