0,1,0,0,0.8875,0.833333333333,0.944444444444,0.923076923077,0.866666666667,0.857142857143,0.866666666667,1.0,0.772727272727,0.923076923077,0.8125,1.0,1.0,0.909090909091,0.85,0.923076923077,0.838709677419,0.923076923077,0.928571428571,10,22,13,16,6,13,10,0,0,0,0,0,1,17,0,2,1,1,1,0,12,0,0,0,0,1,1,13,0,1,0,0,0,0,6,0,0,0,0,0,0,13
0,1,0,1,0.3375,1.0,0.0833333333333,0.296296296296,1.0,1.0,0.30303030303,0.5,0.111111111111,0.5,0.0769230769231,0.0833333333333,0.555555555556,0.666666666667,0.0952380952381,0.372093023256,0.142857142857,0.153846153846,0.392156862745,12,9,16,13,12,18,6,1,0,0,0,5,0,1,7,0,0,1,0,2,8,0,0,6,0,3,6,1,0,3,0,1,2,0,1,8,0,4,4,0,0,10
0,1,1,0,0.3625,0.0,0.351851851852,0.4,0.0,1.0,0.285714285714,0.0,1.0,0.285714285714,0.0,0.285714285714,0.2,0.0,0.520547945205,0.333333333333,0.0,0.444444444444,0.235294117647,13,19,14,7,7,20,0,13,0,0,0,0,0,19,0,0,0,0,0,1,4,0,0,9,0,0,6,0,0,1,0,5,0,0,2,0,0,16,0,0,0,4
0,1,1,1,0.2375,1.0,0.21875,0.0,0.0,0.428571428571,0.0,0.181818181818,1.0,0.0,0.0,0.25,0.0,0.307692307692,0.358974358974,0.0,0.0,0.315789473684,0.0,11,14,9,15,12,19,2,5,0,0,4,0,0,14,0,0,0,0,0,8,0,0,0,1,0,10,0,0,0,5,0,8,0,0,3,1,0,19,0,0,0,0
0,2,0,0,0.2875,1.0,0.0,0.239436619718,0.0,0.0,0.0,0.461538461538,0.0,1.0,0.0,0.0,0.0,0.631578947368,0.0,0.386363636364,0.0,0.0,0.0,13,16,17,14,5,15,6,2,4,0,0,1,0,0,16,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0
0,2,0,1,0.1625,0.0,0.1625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.279569892473,0.0,0.0,0.0,0.0,16,13,15,13,9,14,0,16,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,0
0,2,1,0,0.3,0.0,0.264150943396,0.0,0.0,0.833333333333,0.238095238095,0.0,1.0,0.0,0.0,0.555555555556,0.263157894737,0.0,0.417910447761,0.0,0.0,0.666666666667,0.25,11,14,14,13,9,19,0,10,0,0,1,0,0,14,0,0,0,0,0,10,0,0,0,4,0,1,0,0,0,12,0,4,0,0,5,0,0,14,0,0,0,5
0,2,1,1,0.1875,0.176470588235,0.206896551724,0.0,0.0,0.0,0.0,0.818181818182,0.352941176471,0.0,0.0,0.0,0.0,0.290322580645,0.260869565217,0.0,0.0,0.0,0.0,11,17,10,12,9,21,9,2,0,0,0,0,11,6,0,0,0,0,5,5,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,14,7,0,0,0,0
0,3,0,0,0.1625,0.0,0.2,0.3,0.25,0.0,0.0,0.0,0.545454545455,0.142857142857,0.266666666667,0.0,0.0,0.0,0.292682926829,0.193548387097,0.258064516129,0.0,0.0,12,11,21,15,5,16,0,4,1,0,7,0,0,6,0,2,3,0,0,9,3,3,5,1,1,4,3,4,0,3,0,2,1,2,0,0,1,5,2,5,3,0
0,3,0,1,0.2875,0.0,0.0,0.32,0.210526315789,0.0,0.3,0.0,0.0,0.842105263158,0.4,0.0,0.176470588235,0.0,0.0,0.463768115942,0.275862068966,0.0,0.222222222222,10,17,19,10,7,17,0,0,5,2,0,3,0,0,11,3,0,3,0,0,16,3,0,0,0,0,5,4,0,1,0,0,6,1,0,0,0,1,7,6,0,3
0,3,1,0,0.425,0.0,0.4,0.666666666667,0.538461538462,0.0,0.365853658537,0.0,0.615384615385,0.222222222222,0.583333333333,0.0,0.833333333333,0.0,0.484848484848,0.333333333333,0.56,0.0,0.508474576271,9,13,18,12,10,18,0,5,0,0,0,4,0,8,0,0,0,5,0,0,4,6,0,8,0,1,1,7,0,3,0,4,0,0,0,6,0,2,1,0,0,15
0,3,1,1,0.1625,0.666666666667,0.142857142857,0.0,0.0,0.0,0.0,0.166666666667,1.0,0.0,0.0,0.0,0.0,0.266666666667,0.25,0.0,0.0,0.0,0.0,12,11,17,15,5,20,2,10,0,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,1,14,0,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0
1,0,0,0,0.1375,0.0,0.2,0.0,0.0,0.123076923077,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.219178082192,0.0,13,15,16,14,8,14,0,0,0,0,13,0,0,3,0,0,12,0,0,5,0,0,11,0,0,7,0,0,7,0,0,0,0,0,8,0,0,0,0,0,14,0
1,0,0,1,0.225,0.0,0.225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.367346938776,0.0,0.0,0.0,0.0,14,18,18,9,4,17,0,14,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0
1,0,1,0,0.35,0.25,0.0,0.666666666667,0.380952380952,0.0,0.0,1.0,0.0,0.5,0.533333333333,0.0,0.0,0.4,0.0,0.571428571429,0.444444444444,0.0,0.0,10,12,20,15,11,12,10,0,0,0,0,0,8,0,1,0,0,3,3,0,10,6,0,1,3,0,4,8,0,0,11,0,0,0,0,0,5,0,0,7,0,0
1,0,1,1,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16091954023,0.0,0.0,0.0,0.0,0.0,7,13,20,13,7,20,7,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,20,0,0,0,0,0
1,2,0,0,0.125,0.0,0.375,0.0,0.0,0.0972222222222,0.0,0.0,0.176470588235,0.0,0.0,1.0,0.0,0.0,0.24,0.0,0.0,0.177215189873,0.0,10,17,21,9,7,16,0,0,0,0,10,0,0,3,0,0,14,0,0,3,0,0,18,0,0,1,0,0,8,0,0,0,0,0,7,0,0,1,0,0,15,0
1,2,0,1,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.260869565217,0.0,0.0,0.0,0.0,0.0,12,16,15,11,10,16,12,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0
1,2,1,0,0.15,0.5,0.04,0.0,0.0,0.0,0.188679245283,0.111111111111,0.05,0.0,0.0,0.0,0.666666666667,0.181818181818,0.0444444444444,0.0,0.0,0.0,0.294117647059,9,20,15,12,9,15,1,4,0,0,0,4,1,1,0,0,0,18,0,5,0,0,0,10,0,5,0,0,0,7,0,5,0,0,0,4,0,5,0,0,0,10
1,2,1,1,0.15,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.260869565217,0.0,0.0,0.0,0.0,0.0,12,13,15,9,12,19,12,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,0
