sources,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0_3,2,3,6,0.3125,1.0,0.25,0.0,0.354838709677,0.272727272727,0.210526315789,0.3,0.0909090909091,0.0,1.0,0.545454545455,0.235294117647,0.461538461538,0.133333333333,0.0,0.52380952381,0.363636363636,0.222222222222,10,11,20,11,11,17,3,0,0,2,5,0,0,1,1,1,0,8,0,1,0,17,0,2,0,0,0,11,0,0,0,0,0,0,6,5,0,2,0,0,11,4
0_3,2,3,1,0.125,0.0,0.0833333333333,0.0,0.0,0.132352941176,0.0,0.0,0.0833333333333,0.0,0.0,1.0,0.0,0.0,0.0833333333333,0.0,0.0,0.233766233766,0.0,11,12,16,14,9,18,0,1,0,0,10,0,0,1,0,0,11,0,0,9,0,0,7,0,0,1,0,0,13,0,0,0,0,0,9,0,0,0,0,0,18,0
0_3,2,3,5,0.1875,1.0,0.25,0.0,0.0,0.0909090909091,0.0,0.5,0.0666666666667,0.0,0.0,1.0,0.0,0.666666666667,0.105263157895,0.0,0.0,0.166666666667,0.0,16,15,16,8,6,19,8,0,0,0,8,0,0,1,1,0,12,1,0,2,0,0,14,0,0,0,0,0,8,0,0,0,0,0,6,0,0,1,0,0,18,0
0_3,2,6,0,0.875,1.0,0.571428571429,1.0,1.0,0.875,1.0,1.0,0.923076923077,1.0,0.4,1.0,1.0,1.0,0.705882352941,1.0,0.571428571429,0.933333333333,1.0,14,13,15,15,7,16,14,0,0,0,0,0,0,12,0,0,1,0,0,0,15,0,0,0,0,9,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,16
0_3,2,6,6,0.2375,0.0,0.375,0.571428571429,1.0,0.0,0.0,0.0,0.4,0.857142857143,0.0714285714286,0.0,0.0,0.0,0.387096774194,0.685714285714,0.133333333333,0.0,0.0,10,15,14,14,8,19,0,2,1,0,7,0,0,6,1,0,6,2,0,0,12,0,2,0,0,6,7,1,0,0,5,0,0,0,0,3,0,2,0,0,17,0
0_3,2,6,1,0.05,0.0,0.166666666667,0.333333333333,0.0,0.015625,0.0,0.0,0.111111111111,0.0769230769231,0.0,0.1,0.0,0.0,0.133333333333,0.125,0.0,0.027027027027,0.0,11,18,13,15,10,13,0,0,0,0,10,1,0,2,1,0,15,0,0,0,1,0,12,0,0,1,1,0,13,0,0,9,0,0,1,0,0,0,0,0,13,0
0_3,2,6,5,0.175,0.0,0.5,0.75,0.0,0.0483870967742,0.5,0.0,0.0666666666667,0.5,0.0,0.5,0.05,0.0,0.117647058824,0.6,0.0,0.0882352941176,0.0909090909091,13,15,18,8,6,20,0,0,0,0,13,0,0,1,3,1,10,0,0,0,9,0,9,0,0,0,0,0,8,0,1,1,0,0,3,1,0,0,0,0,19,1
1_2,0,0,0,0.95,1.0,0.842105263158,1.0,1.0,1.0,0.958333333333,1.0,0.941176470588,1.0,0.823529411765,1.0,1.0,1.0,0.888888888889,1.0,0.903225806452,1.0,0.978723404255,11,17,4,17,8,23,11,0,0,0,0,0,0,16,0,0,0,1,0,0,4,0,0,0,0,3,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,23
1_2,0,0,6,0.4625,0.391304347826,0.5,0.5,0.0,0.0,0.485714285714,0.75,0.153846153846,0.473684210526,0.0,0.0,1.0,0.514285714286,0.235294117647,0.486486486486,0.0,0.0,0.653846153846,12,13,19,10,9,17,9,0,0,0,0,3,3,2,2,0,0,6,8,2,9,0,0,0,3,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17
1_2,0,0,1,0.3375,0.294117647059,1.0,0.366666666667,0.0,0.0,0.333333333333,0.909090909091,0.0909090909091,0.611111111111,0.0,0.0,0.217391304348,0.444444444444,0.166666666667,0.458333333333,0.0,0.0,0.263157894737,11,11,18,8,9,23,10,0,1,0,0,0,3,1,1,0,0,6,5,0,11,0,0,2,2,0,6,0,0,0,7,0,0,0,0,2,7,0,11,0,0,5
1_2,0,0,5,0.4875,0.538461538462,0.7,0.5,0.5,0.4,0.416666666667,0.777777777778,0.466666666667,0.25,0.444444444444,0.181818181818,0.75,0.636363636364,0.56,0.333333333333,0.470588235294,0.25,0.535714285714,9,15,16,9,11,20,7,0,0,0,2,0,1,7,1,0,1,5,0,1,4,3,0,8,1,1,3,4,0,0,1,0,0,0,2,8,3,1,0,1,0,15
1_2,0,1,0,0.95,1.0,0.933333333333,0.882352941176,0.933333333333,1.0,1.0,1.0,0.933333333333,0.9375,0.875,1.0,1.0,1.0,0.933333333333,0.909090909091,0.903225806452,1.0,1.0,13,15,16,16,9,11,13,0,0,0,0,0,0,14,1,0,0,0,0,0,15,1,0,0,0,1,1,14,0,0,0,0,0,0,9,0,0,0,0,0,0,11
1_2,0,1,6,0.575,0.666666666667,0.615384615385,1.0,0.366666666667,1.0,0.6875,1.0,0.4,0.2,1.0,0.375,0.6875,0.8,0.484848484848,0.333333333333,0.536585365854,0.545454545455,0.6875,10,20,15,11,8,16,10,0,0,0,0,0,0,8,0,7,0,5,0,0,3,12,0,0,0,0,0,11,0,0,5,0,0,0,3,0,0,5,0,0,0,11
1_2,0,1,1,0.6375,1.0,0.8125,0.409090909091,0.428571428571,0.888888888889,1.0,0.875,0.928571428571,0.529411764706,0.529411764706,1.0,0.3125,0.933333333333,0.866666666667,0.461538461538,0.473684210526,0.941176470588,0.47619047619,8,14,17,17,8,16,7,0,0,0,1,0,0,13,1,0,0,0,0,0,9,8,0,0,0,0,8,9,0,0,0,0,0,0,8,0,0,3,4,4,0,5
1_2,0,1,5,0.55,0.733333333333,0.75,0.555555555556,0.461538461538,0.8,0.333333333333,0.785714285714,0.352941176471,0.625,0.6,0.571428571429,0.4375,0.758620689655,0.48,0.588235294118,0.521739130435,0.666666666667,0.378378378378,14,17,16,10,7,16,11,0,0,0,1,2,1,6,0,1,0,9,0,0,10,5,0,1,0,0,4,6,0,0,1,0,0,0,4,2,2,2,4,1,0,7
1_2,0,3,0,0.95,1.0,0.9375,1.0,0.916666666667,1.0,0.875,1.0,0.882352941176,0.888888888889,1.0,1.0,1.0,1.0,0.909090909091,0.941176470588,0.95652173913,1.0,0.933333333333,10,17,18,11,10,14,10,0,0,0,0,0,0,15,0,0,0,2,0,1,16,1,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,14
1_2,0,3,6,0.5625,0.4375,0.888888888889,0.52380952381,0.5,0.0,0.571428571429,0.777777777778,0.444444444444,0.6875,0.3,0.0,1.0,0.56,0.592592592593,0.594594594595,0.375,0.0,0.727272727273,9,18,16,10,11,16,7,0,0,0,0,2,0,8,3,0,0,7,0,1,11,3,0,1,0,0,7,3,0,0,9,0,0,0,0,2,0,0,0,0,0,16
1_2,0,3,1,0.6125,0.684210526316,0.833333333333,0.454545454545,0.6,1.0,0.481481481481,1.0,0.5,0.357142857143,0.5,0.5,0.764705882353,0.8125,0.625,0.4,0.545454545455,0.666666666667,0.590909090909,13,10,14,12,14,17,13,0,0,0,0,0,2,5,1,0,0,2,0,0,5,3,0,6,0,0,3,6,0,3,4,0,0,0,7,3,0,1,2,1,0,13
1_2,0,3,5,0.4125,1.0,0.714285714286,0.4,0.259259259259,0.272727272727,0.363636363636,0.571428571429,0.277777777778,0.166666666667,0.583333333333,0.5,0.444444444444,0.727272727273,0.4,0.235294117647,0.358974358974,0.352941176471,0.4,14,18,12,12,6,18,8,0,0,0,5,1,0,5,1,3,3,6,0,0,2,8,0,2,0,2,1,7,0,2,0,0,0,0,3,3,0,0,1,9,0,8
1_2,0,6,0,0.9875,1.0,1.0,0.954545454545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,0.976744186047,1.0,1.0,0.967741935484,14,11,21,9,9,16,14,0,0,0,0,0,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,1,0,0,15
1_2,0,6,6,0.525,0.857142857143,0.875,0.4,0.333333333333,0.0,0.551724137931,0.5,0.5,0.8,0.0666666666667,0.0,1.0,0.631578947368,0.636363636364,0.533333333333,0.111111111111,0.0,0.711111111111,12,14,15,15,8,16,6,0,0,0,3,3,0,7,4,0,0,3,0,1,12,2,0,0,0,0,14,1,0,0,1,0,0,0,0,7,0,0,0,0,0,16
1_2,0,6,1,0.45,0.5,0.5,0.0,0.4,0.454545454545,0.451612903226,0.545454545455,0.416666666667,0.0,0.545454545455,0.555555555556,0.823529411765,0.521739130435,0.454545454545,0.0,0.461538461538,0.5,0.583333333333,11,12,20,11,9,17,6,0,0,0,5,0,0,5,1,0,0,6,3,2,0,9,0,6,1,1,0,6,0,3,2,0,0,0,5,2,0,2,0,0,1,14
1_2,0,6,5,0.375,0.5,1.0,0.0,0.407407407407,0.12,1.0,0.769230769231,0.333333333333,0.0,0.916666666667,0.25,0.111111111111,0.606060606061,0.5,0.0,0.564102564103,0.162162162162,0.2,13,12,13,12,12,18,10,0,1,0,2,0,1,4,1,2,4,0,0,0,0,9,4,0,0,0,0,11,1,0,9,0,0,0,3,0,0,0,0,5,11,2
1_2,3,0,0,0.9625,0.888888888889,1.0,1.0,1.0,0.857142857143,0.928571428571,1.0,0.9,0.954545454545,1.0,1.0,1.0,0.941176470588,0.947368421053,0.976744186047,1.0,0.923076923077,0.962962962963,8,20,22,11,6,13,8,0,0,0,0,0,0,18,0,0,1,1,1,0,21,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,13
1_2,3,0,6,0.275,0.0,0.217391304348,0.352941176471,0.0,0.0,0.0,0.0,0.833333333333,0.705882352941,0.0,0.0,0.0,0.0,0.344827586207,0.470588235294,0.0,0.0,0.0,8,12,17,17,9,17,0,6,2,0,0,0,0,10,2,0,0,0,0,5,12,0,0,0,0,0,17,0,0,0,0,9,0,0,0,0,0,16,1,0,0,0
1_2,3,0,1,0.325,0.0,0.411764705882,0.48,0.162162162162,1.0,0.0,0.0,0.538461538462,0.75,0.6,0.1,0.0,0.0,0.466666666667,0.585365853659,0.255319148936,0.181818181818,0.0,10,13,16,10,10,21,0,0,4,6,0,0,0,7,1,5,0,0,0,0,12,4,0,0,0,0,4,6,0,0,0,8,0,1,1,0,0,2,4,15,0,0
1_2,3,0,5,0.2875,0.5,0.466666666667,1.0,0.19298245614,0.0,0.0,0.25,0.538461538462,0.176470588235,0.846153846154,0.0,0.0,0.333333333333,0.5,0.3,0.314285714286,0.0,0.0,8,13,17,13,7,22,2,0,0,6,0,0,0,7,0,6,0,0,0,0,3,14,0,0,1,0,0,11,0,1,0,2,0,5,0,0,1,6,0,15,0,0
1_2,3,1,0,0.7625,1.0,0.619047619048,0.6,0.866666666667,1.0,0.928571428571,0.416666666667,0.722222222222,0.923076923077,0.928571428571,0.5,1.0,0.588235294118,0.666666666667,0.727272727273,0.896551724138,0.666666666667,0.962962962963,12,18,13,14,10,13,5,2,5,0,0,0,0,13,2,2,0,1,0,1,12,0,0,0,0,0,1,13,0,0,0,5,0,0,5,0,0,0,0,0,0,13
1_2,3,1,6,0.3375,1.0,0.277777777778,0.166666666667,0.416666666667,0.5,0.0,0.3,0.714285714286,0.0666666666667,0.769230769231,0.272727272727,0.0,0.461538461538,0.4,0.0952380952381,0.540540540541,0.352941176471,0.0,10,14,15,13,11,17,3,1,1,2,3,0,0,10,0,2,0,2,0,4,1,10,0,0,0,0,3,10,0,0,0,5,0,0,3,3,0,16,1,0,0,0
1_2,3,1,1,0.3625,0.25,0.6,0.25,0.310344827586,0.857142857143,0.166666666667,0.125,0.3,0.428571428571,0.642857142857,0.5,0.0833333333333,0.166666666667,0.4,0.315789473684,0.418604651163,0.631578947368,0.111111111111,8,20,14,14,12,12,1,0,4,2,1,0,0,6,4,5,0,5,0,0,6,8,0,0,0,1,4,9,0,0,3,1,2,0,6,0,0,2,4,5,0,1
1_2,3,1,5,0.45,0.888888888889,0.411764705882,0.235294117647,0.391304347826,0.636363636364,0.333333333333,0.615384615385,0.368421052632,0.333333333333,0.75,1.0,0.0588235294118,0.727272727273,0.388888888889,0.275862068966,0.514285714286,0.777777777778,0.1,13,19,12,12,7,17,8,0,4,0,1,0,0,7,4,5,1,2,0,1,4,7,0,0,1,2,0,9,0,0,0,0,0,0,7,0,0,7,5,2,2,1
1_2,3,3,0,0.825,1.0,0.944444444444,0.684210526316,0.5,1.0,0.952380952381,0.4,0.809523809524,0.928571428571,0.75,0.857142857143,1.0,0.571428571429,0.871794871795,0.787878787879,0.6,0.923076923077,0.975609756098,10,21,14,8,7,20,4,0,4,2,0,0,0,17,0,3,0,1,0,0,13,1,0,0,0,0,2,6,0,0,0,1,0,0,6,0,0,0,0,0,0,20
1_2,3,3,6,0.375,1.0,0.444444444444,0.289473684211,0.0,1.0,0.0,0.0714285714286,0.842105263158,0.785714285714,0.0,0.285714285714,0.0,0.133333333333,0.581818181818,0.423076923077,0.0,0.444444444444,0.0,14,19,14,13,7,13,1,0,11,0,0,2,0,16,2,1,0,0,0,3,11,0,0,0,0,0,13,0,0,0,0,5,0,0,2,0,0,12,1,0,0,0
1_2,3,3,1,0.325,0.0,0.916666666667,0.142857142857,0.216666666667,1.0,0.0,0.0,0.6875,0.0555555555556,1.0,0.166666666667,0.0,0.0,0.785714285714,0.08,0.356164383562,0.285714285714,0.0,10,16,18,13,6,17,0,0,2,8,0,0,0,11,1,4,0,0,0,0,1,17,0,0,0,0,0,13,0,0,0,1,3,1,1,0,0,0,0,17,0,0
1_2,3,3,5,0.425,0.666666666667,0.6875,0.0,0.288461538462,1.0,0.0,0.4,0.6875,0.0,1.0,0.444444444444,0.0,0.5,0.6875,0.0,0.44776119403,0.615384615385,0.0,10,16,16,15,9,14,4,0,1,4,0,1,0,11,0,5,0,0,0,0,0,16,0,0,0,0,0,15,0,0,2,3,0,0,4,0,0,2,0,12,0,0
1_2,3,6,0,0.7625,1.0,0.8,0.555555555556,0.6875,0.714285714286,0.947368421053,0.333333333333,0.666666666667,1.0,0.846153846154,1.0,0.947368421053,0.5,0.727272727273,0.714285714286,0.758620689655,0.833333333333,0.947368421053,15,18,10,13,5,19,5,0,8,2,0,0,0,12,0,3,2,1,0,0,10,0,0,0,0,2,0,11,0,0,0,0,0,0,5,0,0,1,0,0,0,18
1_2,3,6,6,0.275,0.0,0.282608695652,0.333333333333,0.0,0.0,0.0,0.0,0.722222222222,0.642857142857,0.0,0.0,0.0,0.0,0.40625,0.439024390244,0.0,0.0,0.0,14,18,14,11,8,15,0,5,2,0,7,0,0,13,5,0,0,0,0,5,9,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0
1_2,3,6,1,0.1875,0.0,0.181818181818,0.0,0.269230769231,0.0,0.0,0.0,0.727272727273,0.0,0.5,0.0,0.0,0.0,0.290909090909,0.0,0.35,0.0,0.0,11,11,13,14,12,19,0,5,0,0,6,0,0,8,0,3,0,0,0,2,0,11,0,0,0,7,0,7,0,0,4,4,0,4,0,0,0,18,0,1,0,0
1_2,3,6,5,0.075,0.0,1.0,0.0,0.0588235294118,0.0181818181818,0.0,0.0,0.266666666667,0.0,0.1,0.166666666667,0.0,0.0,0.421052631579,0.0,0.0740740740741,0.0327868852459,0.0,12,15,19,10,6,18,0,0,0,1,11,0,0,4,0,0,11,0,0,0,0,9,10,0,0,0,0,1,9,0,0,0,0,1,1,4,0,0,0,5,13,0
1_3,0,0,0,0.8625,1.0,0.62962962963,1.0,0.5,1.0,1.0,1.0,0.944444444444,1.0,0.0909090909091,1.0,1.0,1.0,0.755555555556,1.0,0.153846153846,1.0,1.0,13,18,16,11,7,15,13,0,0,0,0,0,0,17,0,1,0,0,0,0,16,0,0,0,0,10,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,15
1_3,0,0,6,0.2875,0.214285714286,0.0,0.0,0.0,0.0,0.368421052632,1.0,0.0,0.0,0.0,0.0,1.0,0.352941176471,0.0,0.0,0.0,0.0,0.538461538462,9,15,16,16,10,14,9,0,0,0,0,0,4,0,0,0,0,11,13,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14
1_3,0,0,1,0.3125,0.277777777778,0.0,0.0,0.0,0.0,0.348837209302,1.0,0.0,0.0,0.0,0.0,0.714285714286,0.434782608696,0.0,0.0,0.0,0.0,0.46875,10,18,10,8,13,21,10,0,0,0,0,0,3,0,1,0,0,14,8,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,12,6,0,0,0,0,15
1_3,0,0,5,0.375,0.642857142857,1.0,0.5,0.0,0.5,0.204545454545,0.6,0.15,0.583333333333,0.0,0.222222222222,0.642857142857,0.620689655172,0.260869565217,0.538461538462,0.0,0.307692307692,0.310344827586,15,20,12,10,9,14,9,0,0,0,1,5,3,3,1,1,1,11,0,0,7,0,0,5,1,0,2,0,0,7,0,0,0,0,2,7,1,0,4,0,0,9
1_3,0,1,0,0.9875,1.0,1.0,1.0,1.0,1.0,0.928571428571,1.0,0.933333333333,1.0,1.0,1.0,1.0,1.0,0.965517241379,1.0,1.0,1.0,0.962962962963,11,15,14,15,12,13,11,0,0,0,0,0,0,14,0,0,0,1,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,13
1_3,0,1,6,0.7,0.833333333333,0.952380952381,0.428571428571,0.5,0.384615384615,1.0,0.9375,1.0,0.272727272727,1.0,0.625,0.294117647059,0.882352941176,0.975609756098,0.333333333333,0.666666666667,0.47619047619,0.454545454545,16,20,11,8,8,17,15,0,0,0,1,0,0,20,0,0,0,0,0,0,3,8,0,0,0,0,0,8,0,0,3,0,0,0,5,0,0,1,4,0,7,5
1_3,0,1,1,0.35,0.384615384615,1.0,0.323529411765,0.0,0.6,0.0,0.833333333333,0.235294117647,0.785714285714,0.0,0.272727272727,0.0,0.526315789474,0.380952380952,0.458333333333,0.0,0.375,0.0,12,17,14,7,11,19,10,0,0,0,2,0,3,4,5,0,0,5,0,0,11,3,0,0,0,0,7,0,0,0,8,0,0,0,3,0,5,0,11,3,0,0
1_3,0,1,5,0.4875,0.846153846154,1.0,0.24,0.133333333333,0.727272727273,0.333333333333,0.846153846154,0.454545454545,0.6,0.222222222222,0.8,0.125,0.846153846154,0.625,0.342857142857,0.166666666667,0.761904761905,0.181818181818,13,22,10,9,10,16,11,0,0,0,2,0,0,10,5,3,0,4,0,0,6,4,0,0,0,0,7,2,0,0,2,0,0,0,8,0,0,0,7,6,1,2
1_3,0,3,0,0.975,1.0,1.0,1.0,0.923076923077,1.0,0.947368421053,1.0,0.909090909091,0.947368421053,1.0,1.0,1.0,1.0,0.952380952381,0.972972972973,0.96,1.0,0.972972972973,10,11,19,12,10,18,10,0,0,0,0,0,0,10,0,0,0,1,0,0,18,1,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,18
1_3,0,3,6,0.5,0.586206896552,0.0,0.565217391304,0.666666666667,0.0,0.32,1.0,0.0,0.8125,0.166666666667,0.0,0.8,0.739130434783,0.0,0.666666666667,0.266666666667,0.0,0.457142857143,17,15,16,12,10,10,17,0,0,0,0,0,4,0,0,0,0,11,1,0,13,0,0,2,0,0,10,2,0,0,6,0,0,0,0,4,1,0,0,1,0,8
1_3,0,3,1,0.3875,0.307692307692,0.0,0.44,0.333333333333,0.857142857143,0.166666666667,0.923076923077,0.0,0.785714285714,0.0833333333333,0.857142857143,0.0454545454545,0.461538461538,0.0,0.564102564103,0.133333333333,0.857142857143,0.0714285714286,13,12,14,12,7,22,12,0,0,0,1,0,5,0,1,1,0,5,2,0,11,1,0,0,1,0,10,1,0,0,1,0,0,0,6,0,18,0,3,0,0,1
1_3,0,3,5,0.375,0.692307692308,1.0,0.333333333333,1.0,0.6,0.263157894737,0.75,0.0833333333333,0.0666666666667,0.0588235294118,0.333333333333,1.0,0.72,0.153846153846,0.111111111111,0.111111111111,0.428571428571,0.416666666667,12,12,15,17,9,15,9,0,0,0,2,1,0,1,2,0,0,9,0,0,1,0,0,14,0,0,0,1,0,16,4,0,0,0,3,2,0,0,0,0,0,15
1_3,0,6,0,0.9625,1.0,1.0,0.913043478261,1.0,1.0,0.928571428571,0.909090909091,0.846153846154,1.0,1.0,1.0,1.0,0.952380952381,0.916666666667,0.954545454545,1.0,1.0,0.962962962963,11,13,21,11,11,13,10,0,1,0,0,0,0,11,1,0,0,1,0,0,21,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,13
1_3,0,6,6,0.575,0.4,0.0,0.666666666667,0.75,0.0,0.567567567568,1.0,0.0,0.888888888889,0.272727272727,0.0,1.0,0.571428571429,0.0,0.761904761905,0.4,0.0,0.724137931034,6,13,18,11,11,21,6,0,0,0,0,0,5,0,0,0,0,8,0,0,16,1,0,1,0,0,8,3,0,0,4,0,0,0,0,7,0,0,0,0,0,21
1_3,0,6,1,0.475,0.6,1.0,0.5,0.0,0.45,0.434782608696,0.461538461538,0.133333333333,0.0833333333333,0.0,1.0,0.909090909091,0.521739130435,0.235294117647,0.142857142857,0.0,0.620689655172,0.588235294118,13,15,12,9,9,22,6,0,0,0,7,0,1,2,0,0,1,11,1,0,1,0,2,8,0,0,1,0,1,7,0,0,0,0,9,0,2,0,0,0,0,20
1_3,0,6,5,0.2,0.75,0.833333333333,0.0,0.0,0.117647058824,0.0,0.428571428571,0.277777777778,0.0,0.0,1.0,0.0,0.545454545455,0.416666666667,0.0,0.0,0.210526315789,0.0,7,18,16,11,8,20,3,0,0,0,3,1,0,5,0,0,13,0,0,0,0,0,16,0,0,0,0,0,10,1,0,0,0,0,8,0,1,1,0,0,18,0
1_3,2,0,0,0.95,0.916666666667,0.833333333333,1.0,1.0,1.0,0.928571428571,1.0,1.0,0.894736842105,1.0,1.0,0.866666666667,0.95652173913,0.909090909091,0.944444444444,1.0,1.0,0.896551724138,11,10,19,14,11,15,11,0,0,0,0,0,0,10,0,0,0,0,1,0,17,0,0,1,0,0,0,14,0,0,0,0,0,0,11,0,0,2,0,0,0,13
1_3,2,0,6,0.275,0.0,0.0625,1.0,0.0,0.156862745098,0.0,0.0,0.0666666666667,0.8125,0.0,1.0,0.0,0.0,0.0645161290323,0.896551724138,0.0,0.271186440678,0.0,13,15,16,11,8,17,0,4,0,0,9,0,0,1,0,0,14,0,0,0,13,0,3,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,17,0
1_3,2,0,1,0.1125,0.0,0.0,0.0,0.0,0.113924050633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.204545454545,0.0,10,12,19,10,9,20,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,18,1,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,20,0
1_3,2,0,5,0.125,1.0,0.0,0.0,0.0,0.115384615385,0.0,0.0909090909091,0.0,0.0,0.0,1.0,0.0,0.166666666667,0.0,0.0,0.0,0.206896551724,0.0,11,13,21,9,9,17,1,0,1,0,9,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,17,0
1_3,2,1,0,0.8625,1.0,0.64,1.0,1.0,0.833333333333,1.0,1.0,0.888888888889,1.0,0.272727272727,1.0,0.95,1.0,0.744186046512,1.0,0.428571428571,0.909090909091,0.974358974359,8,18,13,11,10,20,8,0,0,0,0,0,0,16,0,0,2,0,0,0,13,0,0,0,0,8,0,3,0,0,0,0,0,0,10,0,0,1,0,0,0,19
1_3,2,1,6,0.4125,0.833333333333,0.375,0.307692307692,0.5,0.5,0.222222222222,1.0,0.1875,0.615384615385,0.1,0.857142857143,0.285714285714,0.909090909091,0.25,0.410256410256,0.166666666667,0.631578947368,0.25,10,16,13,20,7,14,10,0,0,0,0,0,0,3,0,1,0,12,2,2,8,0,0,1,0,0,18,2,0,0,0,0,0,0,6,1,0,3,0,1,6,4
1_3,2,1,1,0.3625,0.75,0.283333333333,0.0,0.0,0.615384615385,0.5,0.272727272727,1.0,0.0,0.0,0.888888888889,0.0555555555556,0.4,0.441558441558,0.0,0.0,0.727272727273,0.1,11,17,14,11,9,18,3,2,0,1,5,0,0,17,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,1,0,1,0,0,8,0,1,16,0,0,0,1
1_3,2,1,5,0.225,1.0,0.172413793103,0.0,0.0,0.714285714286,0.166666666667,0.0909090909091,0.588235294118,0.0,0.0,0.416666666667,0.117647058824,0.166666666667,0.266666666667,0.0,0.0,0.526315789474,0.137931034483,11,17,14,9,12,17,1,6,2,0,1,1,0,10,0,0,0,7,0,13,0,0,0,1,0,9,0,0,0,0,0,6,0,0,5,1,0,14,0,0,1,2
1_3,2,3,0,0.875,0.928571428571,0.652173913043,0.933333333333,1.0,1.0,1.0,0.928571428571,1.0,0.933333333333,0.363636363636,1.0,0.916666666667,0.928571428571,0.789473684211,0.933333333333,0.533333333333,1.0,0.95652173913,14,15,15,11,13,12,13,1,0,0,0,0,0,15,0,0,0,0,1,0,14,0,0,0,0,6,1,4,0,0,0,0,0,0,13,0,0,1,0,0,0,11
1_3,2,3,6,0.6625,1.0,0.538461538462,0.882352941176,0.833333333333,0.51724137931,0.636363636364,0.307692307692,0.538461538462,0.833333333333,0.714285714286,1.0,0.5,0.470588235294,0.538461538462,0.857142857143,0.769230769231,0.681818181818,0.56,13,13,18,7,15,14,4,2,0,0,7,0,0,7,0,1,1,4,0,3,15,0,0,0,0,0,2,5,0,0,0,0,0,0,15,0,0,1,0,0,6,7
1_3,2,3,1,0.1375,0.0,0.0,0.0,0.0,0.1375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.241758241758,0.0,10,18,11,14,11,16,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,16,0
1_3,2,3,5,0.175,1.0,0.0,0.0,1.0,0.121621621622,0.0,0.285714285714,0.0,0.0,0.0909090909091,1.0,0.0,0.444444444444,0.0,0.0,0.166666666667,0.21686746988,0.0,14,10,17,11,9,19,4,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,1,10,0,0,0,0,0,9,0,0,1,0,0,18,0
1_3,2,6,0,0.9375,0.9,0.869565217391,1.0,1.0,0.888888888889,1.0,1.0,0.952380952381,1.0,0.636363636364,1.0,1.0,0.947368421053,0.909090909091,1.0,0.777777777778,0.941176470588,1.0,9,21,11,11,8,20,9,0,0,0,0,0,0,20,0,0,1,0,0,0,11,0,0,0,1,3,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,20
1_3,2,6,6,0.5875,0.875,0.666666666667,0.9375,0.909090909091,0.0,0.166666666667,0.933333333333,0.461538461538,0.833333333333,0.833333333333,0.0,0.166666666667,0.903225806452,0.545454545455,0.882352941176,0.869565217391,0.0,0.166666666667,15,13,18,12,10,12,14,0,0,0,1,0,0,6,0,1,6,0,0,2,15,0,0,1,0,1,1,10,0,0,1,0,0,0,0,9,1,0,0,0,9,2
1_3,2,6,1,0.0875,0.0,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16091954023,0.0,13,14,16,14,7,16,0,0,0,0,13,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,16,0
