source,target,feature,clf,target_training_data,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1,1,0,0.1,0.9375,1.0,0.944444444444,0.785714285714,1.0,1.0,0.941176470588,1.0,1.0,0.916666666667,0.8125,0.875,1.0,1.0,0.971428571429,0.846153846154,0.896551724138,0.933333333333,0.969696969697,11,17,12,16,8,16,11,0,0,0,0,0,0,17,0,0,0,0,0,0,11,0,0,1,0,0,3,13,0,0,0,1,0,0,7,0,0,0,0,0,0,16
0,1,1,0,0.2,0.9,1.0,0.722222222222,1.0,1.0,1.0,0.863636363636,0.909090909091,1.0,0.777777777778,1.0,0.5,1.0,0.952380952381,0.838709677419,0.875,1.0,0.666666666667,0.926829268293,11,13,18,13,6,19,10,0,0,0,0,1,0,13,0,0,0,0,0,4,14,0,0,0,0,0,0,13,0,0,0,1,0,0,3,2,0,0,0,0,0,19
0,1,1,0,0.3,0.9875,1.0,0.944444444444,1.0,1.0,1.0,1.0,0.923076923077,1.0,1.0,1.0,1.0,1.0,0.96,0.971428571429,1.0,1.0,1.0,1.0,13,17,18,12,7,13,12,1,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,13
0,1,1,0,0.4,0.9875,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0,0.967741935484,0.95652173913,1.0,1.0,14,17,15,12,9,13,14,0,0,0,0,0,0,17,0,0,0,0,0,0,15,0,0,0,0,0,1,11,0,0,0,0,0,0,9,0,0,0,0,0,0,13
0,1,1,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,12,18,9,11,19,11,0,0,0,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,0,0,19
0,1,1,0,0.6,0.975,1.0,0.941176470588,1.0,1.0,1.0,0.933333333333,1.0,0.941176470588,1.0,1.0,1.0,0.933333333333,1.0,0.941176470588,1.0,1.0,1.0,0.933333333333,13,17,17,10,8,15,13,0,0,0,0,0,0,16,0,0,0,1,0,0,17,0,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,1,0,0,0,14
0,1,1,0,0.7,0.95,1.0,0.9375,0.933333333333,1.0,1.0,0.882352941176,1.0,0.882352941176,1.0,0.923076923077,0.916666666667,1.0,1.0,0.909090909091,0.965517241379,0.96,0.95652173913,0.9375,9,17,14,13,12,15,9,0,0,0,0,0,0,15,1,0,0,1,0,0,14,0,0,0,0,0,0,12,0,1,0,1,0,0,11,0,0,0,0,0,0,15
0,1,1,0,0.8,0.9625,1.0,0.866666666667,1.0,1.0,1.0,0.9375,1.0,0.928571428571,0.882352941176,1.0,1.0,1.0,1.0,0.896551724138,0.9375,1.0,1.0,0.967741935484,16,14,17,12,6,15,16,0,0,0,0,0,0,13,0,0,0,1,0,2,15,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,15
0,1,1,0,0.9,0.9625,1.0,0.866666666667,1.0,1.0,1.0,0.944444444444,1.0,0.928571428571,1.0,0.882352941176,1.0,1.0,1.0,0.896551724138,1.0,0.9375,1.0,0.971428571429,9,14,15,17,8,17,9,0,0,0,0,0,0,13,0,0,0,1,0,0,15,0,0,0,0,2,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,17
0,1,1,0,1.0,0.95,1.0,0.888888888889,0.916666666667,0.952380952381,1.0,1.0,0.888888888889,0.941176470588,0.916666666667,1.0,1.0,0.928571428571,0.941176470588,0.914285714286,0.916666666667,0.975609756098,1.0,0.962962962963,9,17,12,20,8,14,8,1,0,0,0,0,0,16,1,0,0,0,0,1,11,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,0,1,0,13
0,1,3,0,0.0,0.7625,0.8,0.481481481481,1.0,1.0,0.571428571429,0.916666666667,0.4,0.928571428571,0.95,1.0,0.444444444444,0.647058823529,0.533333333333,0.634146341463,0.974358974359,1.0,0.5,0.758620689655,10,14,20,10,9,17,4,6,0,0,0,0,0,13,0,0,0,1,0,1,19,0,0,0,0,0,0,10,0,0,0,5,0,0,4,0,1,2,0,0,3,11
0,1,3,0,0.1,0.9625,1.0,0.923076923077,0.944444444444,0.941176470588,1.0,1.0,1.0,1.0,0.944444444444,0.941176470588,0.875,1.0,1.0,0.96,0.944444444444,0.941176470588,0.933333333333,1.0,12,12,18,17,8,13,12,0,0,0,0,0,0,12,0,0,0,0,0,0,17,1,0,0,0,0,1,16,0,0,0,1,0,0,7,0,0,0,0,0,0,13
0,1,3,0,0.2,0.9625,0.909090909091,0.944444444444,1.0,1.0,0.888888888889,1.0,1.0,1.0,1.0,1.0,0.888888888889,0.857142857143,0.952380952381,0.971428571429,1.0,1.0,0.888888888889,0.923076923077,10,17,18,12,9,14,10,0,0,0,0,0,0,17,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,1,0,0,8,0,1,0,0,0,1,12
0,1,3,0,0.3,0.9875,1.0,0.933333333333,1.0,1.0,1.0,1.0,0.928571428571,1.0,1.0,1.0,1.0,1.0,0.962962962963,0.965517241379,1.0,1.0,1.0,1.0,14,14,16,10,9,17,13,1,0,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,17
0,1,3,0,0.4,0.9625,0.923076923077,0.857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.928571428571,1.0,0.888888888889,0.952380952381,0.96,0.923076923077,0.962962962963,1.0,0.941176470588,0.975609756098,12,12,14,12,9,21,12,0,0,0,0,0,0,12,0,0,0,0,0,1,13,0,0,0,0,0,0,12,0,0,0,1,0,0,8,0,1,0,0,0,0,20
0,1,3,0,0.5,0.9375,0.909090909091,0.882352941176,0.941176470588,0.923076923077,1.0,1.0,1.0,0.9375,0.941176470588,0.857142857143,1.0,0.9375,0.952380952381,0.909090909091,0.941176470588,0.888888888889,1.0,0.967741935484,10,16,17,14,7,16,10,0,0,0,0,0,0,15,1,0,0,0,0,0,16,1,0,0,1,1,0,12,0,0,0,0,0,0,7,0,0,1,0,0,0,15
0,1,3,0,0.6,0.9625,1.0,0.894736842105,0.9375,1.0,1.0,1.0,0.888888888889,0.944444444444,1.0,1.0,0.916666666667,1.0,0.941176470588,0.918918918919,0.967741935484,1.0,0.95652173913,1.0,9,18,15,10,12,16,8,1,0,0,0,0,0,17,1,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,1,0,0,11,0,0,0,0,0,0,16
0,1,3,0,0.7,0.95,1.0,0.933333333333,1.0,1.0,0.833333333333,0.933333333333,1.0,0.823529411765,0.923076923077,1.0,1.0,1.0,1.0,0.875,0.96,1.0,0.909090909091,0.965517241379,15,17,13,11,10,14,15,0,0,0,0,0,0,14,0,0,2,1,0,1,12,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,14
0,1,3,0,0.8,0.975,1.0,0.909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857142857143,0.947368421053,1.0,0.952380952381,1.0,1.0,0.923076923077,0.972972972973,13,20,12,9,7,19,13,0,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,1,0,0,6,0,0,1,0,0,0,18
0,1,3,0,0.9,0.9625,1.0,0.894736842105,0.944444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,0.944444444444,0.971428571429,0.896551724138,1.0,1.0,12,17,17,16,6,12,12,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,2,1,13,0,0,0,0,0,0,6,0,0,0,0,0,0,12
0,1,3,0,1.0,0.95,1.0,0.888888888889,0.933333333333,1.0,1.0,0.947368421053,0.909090909091,0.888888888889,1.0,1.0,1.0,0.947368421053,0.952380952381,0.888888888889,0.965517241379,1.0,1.0,0.947368421053,11,18,14,11,7,19,10,1,0,0,0,0,0,16,1,0,0,1,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,1,0,0,0,18
0,2,0,0,0.0,0.8375,0.833333333333,0.714285714286,0.72,1.0,0.909090909091,1.0,0.5,0.909090909091,0.947368421053,0.642857142857,1.0,0.9375,0.625,0.8,0.818181818182,0.782608695652,0.952380952381,0.967741935484,10,11,19,14,10,16,5,1,4,0,0,0,0,10,0,0,1,0,1,0,18,0,0,0,0,2,3,9,0,0,0,0,0,0,10,0,0,1,0,0,0,15
0,2,0,0,0.1,0.9375,0.909090909091,0.933333333333,1.0,0.8125,1.0,1.0,1.0,0.823529411765,0.944444444444,1.0,0.888888888889,1.0,0.952380952381,0.875,0.971428571429,0.896551724138,0.941176470588,1.0,10,17,18,13,9,13,10,0,0,0,0,0,0,14,0,3,0,0,1,0,17,0,0,0,0,0,0,13,0,0,0,1,0,0,8,0,0,0,0,0,0,13
0,2,0,0,0.2,0.9,0.916666666667,0.8,1.0,0.75,1.0,1.0,1.0,0.666666666667,0.941176470588,1.0,0.818181818182,0.928571428571,0.95652173913,0.727272727273,0.969696969697,0.857142857143,0.9,0.962962962963,11,12,17,15,11,14,11,0,0,0,0,0,0,8,0,4,0,0,1,0,16,0,0,0,0,0,0,15,0,0,0,2,0,0,9,0,0,0,0,1,0,13
0,2,0,0,0.3,0.925,1.0,1.0,1.0,0.75,1.0,0.947368421053,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.857142857143,1.0,0.972972972973,8,15,16,15,8,18,8,0,0,0,0,0,0,9,0,5,0,1,0,0,16,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,18
0,2,0,0,0.4,0.925,0.923076923077,0.909090909091,0.9375,0.875,0.857142857143,1.0,0.923076923077,0.769230769231,0.9375,0.875,1.0,1.0,0.923076923077,0.833333333333,0.9375,0.875,0.923076923077,1.0,13,13,16,8,12,18,12,0,0,1,0,0,0,10,1,0,2,0,1,0,15,0,0,0,0,1,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,18
0,2,0,0,0.5,0.9375,0.928571428571,1.0,0.933333333333,0.875,1.0,0.9375,1.0,0.8,1.0,0.933333333333,1.0,0.9375,0.962962962963,0.888888888889,0.965517241379,0.903225806452,1.0,0.9375,13,15,14,15,7,16,13,0,0,0,0,0,0,12,0,2,0,1,0,0,14,0,0,0,0,0,1,14,0,0,0,0,0,0,7,0,1,0,0,0,0,15
0,2,0,0,0.6,0.975,1.0,1.0,0.947368421053,0.923076923077,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.933333333333,0.972972972973,0.96,1.0,1.0,11,16,18,12,11,12,11,0,0,0,0,0,0,14,1,1,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,0,0,12
0,2,0,0,0.7,0.95,0.916666666667,0.933333333333,0.866666666667,1.0,1.0,1.0,0.916666666667,0.933333333333,0.928571428571,0.928571428571,1.0,1.0,0.916666666667,0.933333333333,0.896551724138,0.962962962963,1.0,1.0,12,15,14,14,9,16,11,0,1,0,0,0,0,14,1,0,0,0,1,0,13,0,0,0,0,1,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,16
0,2,0,0,0.8,0.9,0.875,1.0,1.0,0.705882352941,0.875,0.944444444444,1.0,0.461538461538,0.958333333333,1.0,1.0,1.0,0.933333333333,0.631578947368,0.978723404255,0.827586206897,0.933333333333,0.971428571429,7,13,24,12,7,17,7,0,0,0,0,0,0,6,0,5,1,1,1,0,23,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,17
0,2,0,0,0.9,0.9125,1.0,0.866666666667,0.9,0.785714285714,1.0,1.0,1.0,0.8125,1.0,0.846153846154,0.9,0.941176470588,1.0,0.838709677419,0.947368421053,0.814814814815,0.947368421053,0.969696969697,6,16,18,13,10,17,6,0,0,0,0,0,0,13,0,3,0,0,0,0,18,0,0,0,0,1,1,11,0,0,0,1,0,0,9,0,0,0,1,0,0,16
0,2,0,0,1.0,0.925,0.666666666667,1.0,0.933333333333,0.928571428571,1.0,1.0,0.888888888889,0.941176470588,0.823529411765,1.0,1.0,0.933333333333,0.761904761905,0.969696969697,0.875,0.962962962963,1.0,0.965517241379,9,17,17,13,9,15,8,0,0,1,0,0,0,16,1,0,0,0,3,0,14,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,1,0,0,0,0,14
0,2,1,0,0.0,0.55,0.0,0.260869565217,0.916666666667,1.0,1.0,0.8,0.0,0.923076923077,0.916666666667,1.0,0.4,0.210526315789,0.0,0.406779661017,0.916666666667,1.0,0.571428571429,0.333333333333,13,13,12,13,10,19,0,13,0,0,0,0,0,12,0,0,0,1,0,1,11,0,0,0,0,0,0,13,0,0,0,6,0,0,4,0,0,14,1,0,0,4
0,2,1,0,0.1,0.8625,1.0,0.625,1.0,0.928571428571,1.0,0.9375,1.0,0.882352941176,0.875,0.928571428571,0.454545454545,1.0,1.0,0.731707317073,0.933333333333,0.928571428571,0.625,0.967741935484,7,17,16,14,11,15,7,0,0,0,0,0,0,15,0,1,0,1,0,2,14,0,0,0,0,1,0,13,0,0,0,6,0,0,5,0,0,0,0,0,0,15
0,2,1,0,0.2,0.925,1.0,0.736842105263,0.909090909091,1.0,1.0,1.0,0.916666666667,1.0,1.0,0.923076923077,0.666666666667,0.954545454545,0.95652173913,0.848484848485,0.952380952381,0.96,0.8,0.976744186047,12,14,10,13,9,22,11,1,0,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,0,1,12,0,0,0,3,0,0,6,0,0,1,0,0,0,21
0,2,1,0,0.3,0.9625,1.0,0.888888888889,1.0,0.933333333333,1.0,1.0,1.0,0.941176470588,1.0,1.0,0.857142857143,0.952380952381,1.0,0.914285714286,1.0,0.965517241379,0.923076923077,0.975609756098,10,17,11,14,7,21,10,0,0,0,0,0,0,16,0,1,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,1,0,0,6,0,0,1,0,0,0,20
0,2,1,0,0.4,0.9875,1.0,1.0,0.933333333333,1.0,1.0,1.0,1.0,0.916666666667,1.0,1.0,1.0,1.0,1.0,0.95652173913,0.965517241379,1.0,1.0,1.0,10,12,14,15,5,24,10,0,0,0,0,0,0,11,1,0,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,24
0,2,1,0,0.5,0.975,0.909090909091,1.0,0.944444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.933333333333,1.0,0.928571428571,0.952380952381,1.0,0.971428571429,0.965517241379,1.0,0.962962962963,10,16,17,15,8,14,10,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,0,1,14,0,0,0,0,0,0,8,0,1,0,0,0,0,13
0,2,1,0,0.6,0.9625,1.0,1.0,0.8125,1.0,1.0,1.0,0.909090909091,1.0,1.0,0.846153846154,1.0,1.0,0.952380952381,1.0,0.896551724138,0.916666666667,1.0,1.0,11,15,13,13,9,19,10,0,1,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,2,11,0,0,0,0,0,0,9,0,0,0,0,0,0,19
0,2,1,0,0.7,0.9625,1.0,0.846153846154,0.909090909091,1.0,1.0,1.0,1.0,1.0,1.0,0.882352941176,1.0,0.941176470588,1.0,0.916666666667,0.952380952381,0.9375,1.0,0.969696969697,13,11,10,17,12,17,13,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,1,1,15,0,0,0,0,0,0,12,0,0,1,0,0,0,16
0,2,1,0,0.8,0.95,0.875,0.875,0.909090909091,1.0,1.0,1.0,1.0,0.933333333333,0.833333333333,1.0,1.0,0.95652173913,0.933333333333,0.903225806452,0.869565217391,1.0,1.0,0.977777777778,7,15,12,12,11,23,7,0,0,0,0,0,0,14,1,0,0,0,0,2,10,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,1,0,0,0,0,22
0,2,1,0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,15,13,13,8,18,13,0,0,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,18
0,2,1,0,1.0,0.9625,1.0,1.0,0.923076923077,0.916666666667,1.0,0.944444444444,1.0,0.944444444444,0.923076923077,1.0,1.0,0.944444444444,1.0,0.971428571429,0.923076923077,0.95652173913,1.0,0.944444444444,11,18,13,11,9,18,11,0,0,0,0,0,0,17,0,0,0,1,0,0,12,1,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,1,0,0,17
0,2,3,0,0.0,0.8,1.0,0.607142857143,0.9375,0.9,1.0,0.823529411765,0.363636363636,0.809523809524,0.9375,1.0,0.625,0.933333333333,0.533333333333,0.69387755102,0.9375,0.947368421053,0.769230769231,0.875,11,21,16,9,8,15,4,7,0,0,0,0,0,17,1,0,0,3,0,1,15,0,0,0,0,0,0,9,0,0,0,3,0,0,5,0,0,0,0,1,0,14
0,2,3,0,0.1,0.8875,0.923076923077,0.75,1.0,0.769230769231,0.909090909091,1.0,1.0,1.0,0.823529411765,1.0,1.0,0.684210526316,0.96,0.857142857143,0.903225806452,0.869565217391,0.952380952381,0.8125,12,12,17,10,10,19,12,0,0,0,0,0,0,12,0,0,0,0,0,0,14,3,0,0,0,0,0,10,0,0,0,0,0,0,10,0,1,4,0,0,1,13
0,2,3,0,0.2,0.9375,1.0,0.823529411765,0.947368421053,0.9,1.0,1.0,1.0,0.933333333333,1.0,1.0,0.571428571429,0.944444444444,1.0,0.875,0.972972972973,0.947368421053,0.727272727273,0.971428571429,13,15,18,9,7,18,13,0,0,0,0,0,0,14,1,0,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,3,0,0,4,0,0,0,0,1,0,17
0,2,3,0,0.3,0.925,1.0,0.846153846154,0.888888888889,0.866666666667,1.0,1.0,1.0,0.846153846154,0.842105263158,1.0,1.0,0.933333333333,1.0,0.846153846154,0.864864864865,0.928571428571,1.0,0.965517241379,14,13,19,13,6,15,14,0,0,0,0,0,0,11,2,0,0,0,0,2,16,1,0,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,1,0,14
0,2,3,0,0.4,0.95,1.0,0.9375,0.952380952381,1.0,1.0,0.866666666667,0.909090909091,0.882352941176,1.0,1.0,0.888888888889,1.0,0.952380952381,0.909090909091,0.975609756098,1.0,0.941176470588,0.928571428571,11,17,20,10,9,13,10,0,0,0,0,1,0,15,1,0,0,1,0,0,20,0,0,0,0,0,0,10,0,0,0,1,0,0,8,0,0,0,0,0,0,13
0,2,3,0,0.5,0.95,1.0,1.0,0.904761904762,1.0,1.0,0.846153846154,1.0,0.842105263158,1.0,0.9,1.0,1.0,1.0,0.914285714286,0.95,0.947368421053,1.0,0.916666666667,12,19,19,10,9,11,12,0,0,0,0,0,0,16,1,0,0,2,0,0,19,0,0,0,0,0,1,9,0,0,0,0,0,0,9,0,0,0,0,0,0,11
0,2,3,0,0.6,0.975,1.0,1.0,1.0,0.928571428571,1.0,0.944444444444,0.941176470588,0.941176470588,1.0,1.0,1.0,1.0,0.969696969697,0.969696969697,1.0,0.962962962963,1.0,0.971428571429,17,17,8,13,8,17,16,0,0,0,0,1,0,16,0,1,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,17
0,2,3,0,0.7,0.9625,1.0,0.8125,1.0,1.0,1.0,1.0,0.888888888889,1.0,0.944444444444,1.0,1.0,0.933333333333,0.941176470588,0.896551724138,0.971428571429,1.0,1.0,0.965517241379,9,13,18,13,12,15,8,1,0,0,0,0,0,13,0,0,0,0,0,1,17,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,1,0,0,0,14
0,2,3,0,0.8,0.9375,0.9,0.866666666667,0.944444444444,1.0,1.0,0.928571428571,1.0,0.8125,0.944444444444,1.0,0.909090909091,1.0,0.947368421053,0.838709677419,0.944444444444,1.0,0.952380952381,0.962962962963,9,16,18,13,11,13,9,0,0,0,0,0,1,13,1,0,0,1,0,1,17,0,0,0,0,0,0,13,0,0,0,1,0,0,10,0,0,0,0,0,0,13
0,2,3,0,0.9,0.9875,1.0,0.947368421053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.972972972973,1.0,1.0,1.0,0.967741935484,14,18,13,10,9,16,14,0,0,0,0,0,0,18,0,0,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,1,0,0,0,15
0,2,3,0,1.0,0.975,1.0,0.941176470588,0.952380952381,1.0,1.0,1.0,1.0,0.941176470588,1.0,1.0,0.888888888889,1.0,1.0,0.941176470588,0.975609756098,1.0,0.941176470588,1.0,9,17,20,10,9,15,9,0,0,0,0,0,0,16,1,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,1,0,0,8,0,0,0,0,0,0,15
0,3,0,0,0.0,0.8375,0.0,0.875,0.714285714286,0.785714285714,1.0,0.952380952381,0.0,0.636363636364,1.0,1.0,0.9,1.0,0.0,0.736842105263,0.833333333333,0.88,0.947368421053,0.975609756098,8,11,20,11,10,20,0,0,8,0,0,0,0,7,0,3,0,1,0,0,20,0,0,0,0,0,0,11,0,0,0,1,0,0,9,0,0,0,0,0,0,20
0,3,0,0,0.1,0.8375,0.857142857143,1.0,0.842105263158,0.538461538462,0.928571428571,0.866666666667,0.6,0.666666666667,0.842105263158,1.0,1.0,1.0,0.705882352941,0.8,0.842105263158,0.7,0.962962962963,0.928571428571,10,18,19,7,13,13,6,0,2,1,0,1,0,12,1,3,1,1,1,0,16,2,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,13
0,3,0,0,0.2,0.925,0.875,0.888888888889,0.944444444444,0.875,1.0,0.95,0.875,0.888888888889,0.944444444444,0.777777777778,1.0,1.0,0.875,0.888888888889,0.944444444444,0.823529411765,1.0,0.974358974359,8,18,18,9,8,19,7,0,0,1,0,0,0,16,1,0,0,1,1,0,17,0,0,0,0,2,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,19
