source,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1,0,0,0.775,1.0,0.789473684211,0.647058823529,0.545454545455,0.857142857143,0.875,0.666666666667,0.681818181818,1.0,0.5,1.0,1.0,0.8,0.731707317073,0.785714285714,0.521739130435,0.923076923077,0.933333333333,15,22,11,12,6,14,10,0,5,0,0,0,0,15,0,5,1,1,0,0,11,0,0,0,0,4,1,6,0,1,0,0,0,0,6,0,0,0,0,0,0,14
0,1,0,6,0.375,1.0,0.0,0.0,0.322580645161,0.428571428571,0.34375,0.428571428571,0.0,0.0,1.0,0.545454545455,0.611111111111,0.6,0.0,0.0,0.487804878049,0.48,0.44,7,18,16,10,11,18,3,0,0,2,1,1,0,0,0,3,0,15,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,6,5,0,0,0,0,7,11
0,1,0,1,0.1625,0.0,0.1625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.279569892473,0.0,0.0,0.0,0.0,14,13,21,8,8,16,0,14,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0
0,1,0,5,0.1625,0.0,0.1625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.279569892473,0.0,0.0,0.0,0.0,13,13,17,17,8,12,0,13,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0
0,1,1,0,0.7875,0.875,0.620689655172,0.833333333333,0.888888888889,0.857142857143,1.0,0.7,1.0,1.0,0.727272727273,0.666666666667,0.529411764706,0.777777777778,0.765957446809,0.909090909091,0.8,0.75,0.692307692308,10,18,15,11,9,17,7,3,0,0,0,0,0,18,0,0,0,0,0,0,15,0,0,0,0,0,3,8,0,0,0,3,0,0,6,0,1,5,0,1,1,9
0,1,1,6,0.35,1.0,0.25,0.347826086957,0.5,1.0,0.0,0.444444444444,1.0,0.666666666667,0.0526315789474,0.333333333333,0.0,0.615384615385,0.4,0.457142857143,0.0952380952381,0.5,0.0,9,12,12,19,9,19,4,4,0,1,0,0,0,12,0,0,0,0,0,4,8,0,0,0,0,3,15,1,0,0,0,6,0,0,3,0,0,19,0,0,0,0
0,1,1,1,0.45,0.0,0.4,0.47619047619,1.0,0.666666666667,0.5,0.0,0.947368421053,0.769230769231,0.0833333333333,0.222222222222,0.357142857143,0.0,0.5625,0.588235294118,0.153846153846,0.333333333333,0.416666666667,13,19,13,12,9,14,0,10,0,0,1,2,0,18,1,0,0,0,0,2,10,0,0,1,0,1,10,1,0,0,0,5,0,0,2,2,0,9,0,0,0,5
0,1,1,5,0.1625,0.5,0.153846153846,0.0,0.0,0.0,0.0,0.111111111111,1.0,0.0,0.0,0.0,0.0,0.181818181818,0.266666666667,0.0,0.0,0.0,0.0,9,12,18,11,12,18,1,8,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,1,17,0,0,0,0
0,1,2,0,0.7,0.769230769231,0.448275862069,0.666666666667,0.0,1.0,1.0,0.909090909091,0.928571428571,0.769230769231,0.0,0.916666666667,0.666666666667,0.833333333333,0.604651162791,0.714285714286,0.0,0.95652173913,0.8,11,14,13,12,12,18,10,1,0,0,0,0,0,13,1,0,0,0,3,0,10,0,0,0,0,8,4,0,0,0,0,1,0,0,11,0,0,6,0,0,0,12
0,1,2,6,0.15,0.0,0.147058823529,0.0,0.0,0.152173913043,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.185185185185,0.0,0.0,0.264150943396,0.0,14,20,8,13,7,18,0,10,0,0,4,0,0,5,0,0,15,0,0,6,0,0,2,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,18,0
