source,target,feature,clf,accuracy,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,1,0,0,0.1,0.0,0.666666666667,0.0,0.0,0.0350877192982,0.2,0.0,0.0909090909091,0.0,0.0,0.4,0.235294117647,0.0,0.16,0.0,0.0,0.0645161290323,0.216216216216,15,22,10,11,5,17,0,0,0,0,14,1,0,2,0,0,14,6,0,0,0,0,8,2,0,0,0,0,6,5,0,1,0,0,2,2,0,0,0,0,13,4
0,1,0,1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,11,16,17,11,7,18,0,11,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,18,0,0,0,0
0,1,0,2,0.1875,0.0,0.209677419355,0.0,0.0,0.0,0.111111111111,0.0,0.722222222222,0.0,0.0,0.0,0.105263157895,0.0,0.325,0.0,0.0,0.0,0.108108108108,6,18,17,14,6,19,0,2,0,0,0,4,0,13,0,0,0,5,0,15,0,0,0,2,0,9,0,0,0,5,0,6,0,0,0,0,0,17,0,0,0,2
0,1,0,3,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,11,20,17,9,7,16,0,11,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0,0
0,1,1,0,0.15,0.0,0.181818181818,0.0,0.0,0.0,0.0,0.0,0.631578947368,0.0,0.0,0.0,0.0,0.0,0.282352941176,0.0,0.0,0.0,0.0,16,19,12,16,3,14,0,13,2,0,1,0,0,12,6,0,1,0,0,11,0,0,1,0,0,14,2,0,0,0,0,3,0,0,0,0,0,13,1,0,0,0
0,1,1,1,0.1875,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.315789473684,0.0,0.0,0.0,0.0,0.0,15,14,17,14,6,14,15,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0
0,1,1,2,0.1875,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.315789473684,0.0,0.0,0.0,14,15,15,13,8,15,0,0,14,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0
0,1,1,3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.181818181818,0.0,12,15,14,13,8,18,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,18,0
0,1,2,0,0.1375,0.0,0.0,0.0,0.0,0.1375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.241758241758,0.0,16,15,17,10,11,11,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,11,0
0,1,2,1,0.2375,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.383838383838,0.0,0.0,0.0,0.0,10,19,16,10,12,13,0,10,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0
